Date,Actual_Close,Predicted_Close,Error,Error_Pct,Abs_Error,Pct_Error,Within_Tolerance_Pct,Dir_Match,Hybrid_Correct,Actual_Direction,Predicted_Direction,Correct
2024-12-04,283.0,280.69107,2.3089294,0.8158761,2.3089294,0.8158761,True,True,True,DOWN,DOWN,True
2024-12-05,279.0,278.33746,0.6625366,0.23746833,0.6625366,0.23746833,True,True,True,DOWN,DOWN,True
2024-12-08,275.0,274.01263,0.9873657,0.35904208,0.9873657,0.35904208,True,True,True,DOWN,DOWN,True
2024-12-09,274.7,269.26147,5.4385376,1.9798098,5.4385376,1.9798098,False,True,True,DOWN,DOWN,True
2024-12-10,273.0,268.29803,4.7019653,1.7223315,4.7019653,1.7223315,True,True,True,DOWN,DOWN,True
2024-12-11,278.0,266.53793,11.462067,4.1230454,11.462067,4.1230454,False,False,False,UP,DOWN,False
2024-12-12,273.5,270.95728,2.5427246,0.9296982,2.5427246,0.9296982,True,True,True,DOWN,DOWN,True
2024-12-16,265.2,267.3172,-2.1171875,-0.79833615,2.1171875,0.79833615,True,True,True,DOWN,DOWN,True
2024-12-17,264.9,259.31122,5.5887756,2.1097682,5.5887756,2.1097682,False,True,True,DOWN,DOWN,True
2024-12-18,260.2,258.09717,2.1028442,0.8081646,2.1028442,0.8081646,True,True,True,DOWN,DOWN,True
2024-12-19,254.0,254.06137,-0.06137085,-0.02416175,0.06137085,0.02416175,True,True,True,DOWN,DOWN,True
2024-12-22,249.5,248.82835,0.6716461,0.26919684,0.6716461,0.26919684,True,True,True,DOWN,DOWN,True
2024-12-23,257.5,244.63927,12.860733,4.9944596,12.860733,4.9944596,False,False,False,UP,DOWN,False
2024-12-24,263.3,251.82272,11.477264,4.359007,11.477264,4.359007,False,False,False,UP,DOWN,False
2024-12-26,265.0,258.66754,6.3324585,2.389607,6.3324585,2.389607,False,False,False,UP,DOWN,False
2024-12-29,260.0,260.67606,-0.6760559,-0.2600215,0.6760559,0.2600215,True,True,True,DOWN,DOWN,True
2024-12-31,254.9,255.75482,-0.8548279,-0.33535814,0.8548279,0.33535814,True,True,True,DOWN,DOWN,True
2025-01-01,257.6,249.94054,7.6594696,2.9733965,7.6594696,2.9733965,False,False,False,UP,DOWN,False
2025-01-02,259.0,252.611,6.3890076,2.4667983,6.3890076,2.4667983,False,False,False,UP,DOWN,False
2025-01-05,259.0,255.23473,3.765274,1.4537737,3.765274,1.4537737,True,False,True,UP,DOWN,False
2025-01-06,273.0,256.22614,16.773865,6.144273,16.773865,6.144273,False,False,False,UP,DOWN,False
2025-01-07,277.0,270.90497,6.0950317,2.2003725,6.0950317,2.2003725,False,False,False,UP,DOWN,False
2025-01-08,273.6,276.3863,-2.7862854,-1.0183792,2.7862854,1.0183792,True,True,True,DOWN,DOWN,True
2025-01-09,272.0,273.83035,-1.8303528,-0.6729238,1.8303528,0.6729238,True,False,True,DOWN,UP,False
2025-01-12,264.0,272.28345,-8.283447,-3.1376693,8.283447,3.1376693,False,False,False,DOWN,UP,False
2025-01-13,265.0,264.73245,0.2675476,0.100961365,0.2675476,0.100961365,True,True,True,UP,UP,True
2025-01-15,264.0,265.84058,-1.8405762,-0.69718796,1.8405762,0.69718796,True,False,True,DOWN,UP,False
2025-01-16,260.2,265.7942,-5.5941772,-2.1499527,5.5941772,2.1499527,False,False,False,DOWN,UP,False
2025-01-19,261.0,261.68637,-0.68637085,-0.26297733,0.68637085,0.26297733,True,True,True,UP,UP,True
2025-01-20,265.0,261.65677,3.3432312,1.2615967,3.3432312,1.2615967,True,True,True,UP,UP,True
2025-01-21,265.0,264.65704,0.34295654,0.12941757,0.34295654,0.12941757,True,False,True,UP,DOWN,False
