Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turnover
KPCL,2025-12-11,534.1,550,534.1,540.5,-0.83 %,"26,758.00","14,518,988.00"
KPCL,2025-12-10,540.3,549,540.3,545,0.37 %,"22,256.00","12,065,195.30"
KPCL,2025-12-09,540,548.7,540,543,0.18 %,"18,766.00","10,208,547.10"
KPCL,2025-12-08,548,556,542,542,-1.11 %,"29,695.00","16,157,024.50"
KPCL,2025-12-07,558,563,548.1,548.1,-1.95 %,"27,528.00","15,215,706.80"
KPCL,2025-12-03,567,570,555,559,-0.36 %,"68,416.00","38,509,285.70"
KPCL,2025-12-02,556.2,561.9,554,561,0.88 %,"33,636.00","18,790,696.60"
KPCL,2025-12-01,553.4,560,552,556.1,0.74 %,"28,163.00","15,659,937.80"
KPCL,2025-11-30,551,565,551,552,-0.18 %,"45,254.00","25,176,030.90"
KPCL,2025-11-27,561,561,550.3,553,-1.07 %,"38,828.00","21,587,433.50"
KPCL,2025-11-26,552,562,552,559,-0.18 %,"18,480.00","10,300,093.50"
KPCL,2025-11-25,556,560,553,560,0.68 %,"39,905.00","22,195,043.00"
KPCL,2025-11-24,564.7,564.7,556,556.2,-0.32 %,"22,716.00","12,651,614.70"
KPCL,2025-11-23,551,559.8,549,558,1.64 %,"17,641.00","9,807,026.00"
KPCL,2025-11-20,547,552,546.3,549,-0.90 %,"26,418.00","14,493,465.70"
KPCL,2025-11-19,570,570,548.8,554,-1.74 %,"24,549.00","13,559,204.70"
KPCL,2025-11-18,565,569.9,560,563.8,0.00 %,"19,644.00","11,084,242.10"
KPCL,2025-11-17,550,589,550,563.8,2.55 %,"54,140.00","30,241,309.60"
KPCL,2025-11-16,552,563,548,549.8,-0.43 %,"24,067.00","13,298,048.70"
KPCL,2025-11-13,539,562.9,539,552.2,0.40 %,"34,372.00","19,063,711.20"
KPCL,2025-11-12,549.1,554,547,550,-0.11 %,"28,800.00","15,790,621.10"
KPCL,2025-11-11,539,559,539,550.6,0.11 %,"18,274.00","10,079,626.50"
KPCL,2025-11-10,560,560,545.3,550,-0.18 %,"26,953.00","14,811,822.20"
KPCL,2025-11-09,568.9,568.9,547,551,-1.61 %,"50,846.00","28,023,130.00"
KPCL,2025-11-06,558.6,581,558.6,560,-1.75 %,"44,102.00","24,914,609.70"
KPCL,2025-11-05,584.8,584.8,564,570,-1.21 %,"28,319.00","16,075,237.40"
KPCL,2025-11-04,568.5,625,568.5,577,-0.53 %,"69,218.00","39,797,477.40"
KPCL,2025-11-03,597.8,597.8,576.1,580.1,-3.56 %,"51,424.00","29,973,834.40"
KPCL,2025-11-02,604,657,588,601.5,0.60 %,"167,503.00","99,911,546.40"
KPCL,2025-10-30,569.9,627,568.2,597.9,3.98 %,"114,234.00","67,352,384.30"
KPCL,2025-10-29,592,599,574,575,-1.39 %,"38,930.00","22,746,654.40"
KPCL,2025-10-28,555,591.6,555,583.1,4.97 %,"63,877.00","37,008,304.30"
KPCL,2025-10-26,530,555.5,530,555.5,3.64 %,"12,047.00","6,555,152.50"
KPCL,2025-10-19,528.1,550,528,536,-0.33 %,"9,600.00","5,189,993.70"
KPCL,2025-10-16,546.7,555,530,537.8,0.34 %,"22,875.00","12,209,050.10"
KPCL,2025-10-15,557.7,557.7,536,536,-2.28 %,"14,871.00","8,015,914.60"
KPCL,2025-10-14,560,567.9,546,548.5,-2.04 %,"20,696.00","11,367,589.00"
KPCL,2025-10-13,535,560,533,559.9,3.65 %,"83,287.00","45,822,744.00"
KPCL,2025-10-12,573,573,535,540.2,-5.72 %,"42,887.00","23,519,989.00"
KPCL,2025-10-09,582.4,600,561.2,573,0.35 %,"31,830.00","18,312,495.50"
KPCL,2025-10-08,566,619,558.8,571,0.35 %,"242,182.00","137,775,579.90"
KPCL,2025-10-07,591,599.9,563,569,-5.48 %,"30,995.00","17,793,784.50"
KPCL,2025-09-28,622.3,622.3,589,602,-5.20 %,"75,555.00","45,140,135.30"
KPCL,2025-09-25,585,640,571.4,635,6.72 %,"123,995.00","73,467,191.00"
KPCL,2025-09-24,588,658,580,595,-0.83 %,"99,386.00","59,167,577.10"
KPCL,2025-09-23,557.1,600,546,600,9.84 %,"87,582.00","50,398,006.20"
KPCL,2025-09-21,501,551.5,501,546.25,8.94 %,"64,089.00","34,338,504.80"
KPCL,2025-09-18,532,532,491,501.4,-7.58 %,"5,870.00","2,905,907.40"
KPCL,2025-09-08,545.3,573,541,542.52,-2.48 %,"41,305.00","22,606,003.70"
KPCL,2025-09-07,569.8,570,555,556.31,-1.02 %,"35,616.00","19,992,127.40"
KPCL,2025-09-04,543,565,543,562.02,2.67 %,"77,215.00","42,996,422.80"
KPCL,2025-09-03,571.3,571.3,544,547.42,-2.27 %,"59,296.00","32,501,869.90"
KPCL,2025-09-02,565,573.9,548,560.12,-1.54 %,"62,006.00","34,476,420.60"
KPCL,2025-09-01,567,574.9,564,568.9,0.46 %,"48,340.00","27,475,615.50"
KPCL,2025-08-31,564.2,585,564.2,566.28,-1.62 %,"68,481.00","39,387,712.40"
KPCL,2025-08-28,591.3,594,574.9,575.63,-1.97 %,"81,542.00","47,483,533.20"
KPCL,2025-08-27,585,603.8,575,587.2,0.31 %,"107,521.00","63,321,547.20"
KPCL,2025-08-26,580.2,591,563.5,585.39,0.33 %,"148,696.00","85,523,896.00"
KPCL,2025-08-25,581.5,599,574,583.49,0.57 %,"133,144.00","78,049,948.40"
KPCL,2025-08-24,597,600,577,580.21,-1.78 %,"70,714.00","41,254,791.60"
KPCL,2025-08-21,600,604.5,589.1,590.74,-1.35 %,"93,292.00","55,549,693.90"
KPCL,2025-08-20,611.9,617,596.6,598.83,-1.60 %,"66,406.00","40,173,773.50"
KPCL,2025-08-19,630,632,604,608.59,-2.43 %,"169,333.00","104,740,975.00"
KPCL,2025-08-18,617,644.3,616,623.73,1.27 %,"286,901.00","180,532,560.60"
KPCL,2025-08-17,580.1,626.9,577,615.9,5.96 %,"298,042.00","181,611,025.90"
KPCL,2025-08-14,598,598.9,570.5,581.28,-1.24 %,"71,792.00","41,681,625.50"
KPCL,2025-08-13,607.8,610,588,588.59,-1.74 %,"38,507.00","22,967,694.90"
KPCL,2025-08-12,575.1,608,575.1,599.02,2.37 %,"94,990.00","56,495,069.10"
KPCL,2025-08-11,595.2,618.6,580,585.14,-3.64 %,"190,193.00","113,959,312.10"
KPCL,2025-08-07,615,625.8,601,607.26,-1.20 %,"171,324.00","104,695,879.40"
KPCL,2025-08-06,627,632,611,614.65,-1.56 %,"226,719.00","140,800,325.50"
KPCL,2025-08-05,645,651.4,622,624.42,-2.23 %,"343,594.00","219,519,545.30"
KPCL,2025-08-04,628,649.9,622.3,638.65,3.56 %,"474,187.00","301,674,969.70"
KPCL,2025-08-03,607,631.3,607,616.67,-0.23 %,"153,110.00","95,390,177.60"
KPCL,2025-07-31,637.1,637.1,611,618.08,-1.96 %,"150,741.00","93,877,007.60"
KPCL,2025-07-30,658,658,628.2,630.46,-6.01 %,"402,939.00","258,354,083.40"
KPCL,2025-07-29,684,711,642,670.75,-1.47 %,"754,377.00","497,251,810.50"
KPCL,2025-07-28,672.1,708,660,680.74,-0.73 %,"248,077.00","169,779,587.80"
KPCL,2025-07-27,661.1,693,600,685.78,5.79 %,"1,351,800.00","846,541,764.30"
KPCL,2025-07-24,643.5,669,605.8,648.22,2.74 %,"118,843.00","76,946,606.20"
KPCL,2025-07-23,590.5,635.4,590.5,630.91,4.71 %,"133,478.00","83,041,249.80"
KPCL,2025-07-22,584,610,581,602.51,5.11 %,"204,888.00","122,177,454.90"
KPCL,2025-07-21,543.6,580,543.6,573.21,3.35 %,"45,307.00","25,740,992.60"
KPCL,2025-07-20,562,574,550,554.63,0.02 %,"24,381.00","13,715,003.80"
KPCL,2025-07-17,531.8,575,531.8,554.54,2.20 %,"50,439.00","28,370,041.10"
