Date,Actual_Close,Predicted_Close,Error,Error_Pct,Abs_Error,Pct_Error,Within_Tolerance_Pct,Dir_Match,Hybrid_Correct,Actual_Direction,Predicted_Direction,Correct
2024-08-01,341.0,334.86688,6.1331177,1.7985682,6.1331177,1.7985682,False,True,True,DOWN,DOWN,True
2024-08-05,329.0,327.7729,1.2271118,0.3729823,1.2271118,0.3729823,True,True,True,DOWN,DOWN,True
2024-08-06,309.6,319.76553,-10.165527,-3.283439,10.165527,3.283439,False,True,True,DOWN,DOWN,True
2024-08-07,317.0,302.00604,14.9939575,4.7299547,14.9939575,4.7299547,False,False,False,UP,DOWN,False
2024-08-08,314.4,310.3169,4.0830994,1.2986957,4.0830994,1.2986957,True,True,True,DOWN,DOWN,True
2024-08-11,331.0,308.7343,22.265686,6.7267933,22.265686,6.7267933,False,False,False,UP,DOWN,False
2024-08-12,343.9,325.9212,17.97879,5.2279124,17.97879,5.2279124,False,False,False,UP,DOWN,False
2024-08-13,344.0,337.77548,6.224518,1.8094529,6.224518,1.8094529,False,False,False,UP,DOWN,False
2024-08-14,344.0,333.87527,10.124725,2.9432342,10.124725,2.9432342,False,False,False,UP,DOWN,False
2024-08-15,362.2,333.538,28.662018,7.9133124,28.662018,7.9133124,False,False,False,UP,DOWN,False
2024-08-18,359.9,351.58752,8.3124695,2.309661,8.3124695,2.309661,False,True,True,DOWN,DOWN,True
2024-08-21,366.9,348.82898,18.071014,4.9253244,18.071014,4.9253244,False,False,False,UP,DOWN,False
2024-08-22,374.0,356.04825,17.951752,4.799934,17.951752,4.799934,False,False,False,UP,DOWN,False
2024-08-25,368.0,360.63803,7.361969,2.000535,7.361969,2.000535,False,True,True,DOWN,DOWN,True
2024-08-27,350.0,354.51624,-4.5162354,-1.290353,4.5162354,1.290353,True,True,True,DOWN,DOWN,True
2024-08-28,354.8,339.1273,15.672699,4.4173336,15.672699,4.4173336,False,False,False,UP,DOWN,False
2024-08-29,347.9,344.66995,3.2300415,0.9284397,3.2300415,0.9284397,True,True,True,DOWN,DOWN,True
2024-09-01,338.2,340.32687,-2.1268616,-0.6288768,2.1268616,0.6288768,True,True,True,DOWN,DOWN,True
2024-09-02,350.1,331.66766,18.432343,5.264879,18.432343,5.264879,False,False,False,UP,DOWN,False
2024-09-03,349.9,346.0824,3.8175964,1.0910536,3.8175964,1.0910536,True,True,True,DOWN,DOWN,True
2024-09-04,340.0,344.7979,-4.7979126,-1.4111508,4.7979126,1.4111508,True,True,True,DOWN,DOWN,True
2024-09-05,336.0,335.012,0.9880066,0.29404956,0.9880066,0.29404956,True,True,True,DOWN,DOWN,True
2024-09-08,329.9,331.0272,-1.1271973,-0.34167847,1.1271973,0.34167847,True,True,True,DOWN,DOWN,True
2024-09-09,321.0,325.7892,-4.789215,-1.4919673,4.789215,1.4919673,True,True,True,DOWN,DOWN,True
2024-09-10,320.0,316.78104,3.2189636,1.0059261,3.2189636,1.0059261,True,True,True,DOWN,DOWN,True
2024-09-11,318.0,316.6643,1.3356934,0.42002937,1.3356934,0.42002937,True,True,True,DOWN,DOWN,True
2024-09-12,332.8,316.43268,16.36731,4.9180617,16.36731,4.9180617,False,False,False,UP,DOWN,False
2024-09-15,326.3,331.73727,-5.4372864,-1.6663458,5.4372864,1.6663458,False,True,True,DOWN,DOWN,True
2024-09-16,321.0,324.0815,-3.0815125,-0.95997274,3.0815125,0.95997274,True,True,True,DOWN,DOWN,True
2024-09-18,327.5,317.05856,10.441437,3.1882248,10.441437,3.1882248,False,False,False,UP,DOWN,False
2024-09-22,330.0,323.69553,6.304474,1.9104466,6.304474,1.9104466,False,False,False,UP,DOWN,False
2024-09-23,328.0,326.16232,1.837677,0.5602674,1.837677,0.5602674,True,True,True,DOWN,DOWN,True
2024-09-24,324.4,325.6456,-1.2456055,-0.3839721,1.2456055,0.3839721,True,True,True,DOWN,DOWN,True
2024-09-25,330.0,320.83945,9.160553,2.7759252,9.160553,2.7759252,False,False,False,UP,DOWN,False
2024-09-26,326.0,327.19366,-1.1936646,-0.3661548,1.1936646,0.3661548,True,True,True,DOWN,DOWN,True
2024-09-29,325.0,323.40826,1.5917358,0.4897649,1.5917358,0.4897649,True,True,True,DOWN,DOWN,True
2024-09-30,327.7,321.88815,5.811859,1.7735302,5.811859,1.7735302,False,False,False,UP,DOWN,False
2024-10-01,338.4,324.22247,14.177521,4.1895747,14.177521,4.1895747,False,False,False,UP,DOWN,False
2024-10-02,335.0,335.67172,-0.6717224,-0.20051415,0.6717224,0.20051415,True,True,True,DOWN,DOWN,True
2024-10-06,339.1,329.45374,9.646271,2.8446684,9.646271,2.8446684,False,False,False,UP,DOWN,False
2024-10-07,345.9,331.43054,14.469452,4.183131,14.469452,4.183131,False,False,False,UP,DOWN,False
2024-10-08,344.0,339.6396,4.3604126,1.2675618,4.3604126,1.2675618,True,True,True,DOWN,DOWN,True
2024-10-09,346.9,337.1874,9.712585,2.799823,9.712585,2.799823,False,False,False,UP,DOWN,False
2024-10-15,355.7,340.72607,14.973938,4.2097096,14.973938,4.2097096,False,False,False,UP,DOWN,False
