Open,High,Low,Close,Volume,Turnover,Percent_Change,sentiment,MA5,MA10,Return,RSI14,SMA20,SMA100,EMA20,BB_upper,BB_lower,MACD,MACD_signal,MACD_hist,STOCH_K,STOCH_D,Volume_MA20
-0.0645313235986811,-0.07800093414292386,-0.05075973409306739,-0.08182296650717699,0.0517901798118525,0.015148241472791698,0.6453827669069687,0.2,-0.09033220944069817,-0.0980186319198244,0.7156788903611941,0.33755574753230455,-0.10597605433211471,-0.15351563654272354,-0.11110366720477671,-0.10317678719052417,-0.06192135579174851,0.48969142643715147,0.4954812645833951,0.5529689239484598,0.08111587982832574,0.07990563672039126,0.26090980736070535
-0.0645313235986811,-0.07800093414292386,-0.05033238366571699,-0.0813540669856459,0.06331549013047842,0.018536281912156435,0.6635770683144524,0.2,-0.09036890122967076,-0.09807695259143301,0.7298424661828263,0.3830831838689297,-0.10577969560411532,-0.15354967988180257,-0.11115326751441029,-0.103577229362114,-0.06106657103661839,0.48931370099398247,0.49488450194316497,0.5533632062932761,0.12317596566523649,0.09177313047107832,0.261537914565569
-0.062270372114931694,-0.07669313404950956,-0.050807217473884114,-0.08179904306220093,0.11056075667277192,0.03235061873081943,0.6501888087881907,0.2,-0.09040856802856012,-0.09824731034271067,0.7193460101238819,0.26115420513071413,-0.10575631323867024,-0.15355928342772723,-0.11124585739398107,-0.10360770078356424,-0.0609843088300453,0.4887861634812665,0.494290396476541,0.5533866201837946,0.08717948717948813,0.09328224870599951,0.2697798662013143
-0.06311822892133773,-0.07753386268099019,-0.05175688509021842,-0.08182296650717699,0.0677739281319641,0.0197846050448368,0.6563680054926192,0.2,-0.09058111860372875,-0.09828107494206295,0.7241765838432207,0.24880718839507826,-0.10589501317915151,-0.1535624230485103,-0.11133219442682346,-0.10362511645872549,-0.061247486826680575,0.4883543219174956,0.49371958542858563,0.5535918807535785,0.19090909090909156,0.130037057565655,0.2594715603723609
-0.06457842675459255,-0.0789817842129846,-0.05175688509021842,-0.0826076555023923,0.04330851540393874,0.012616148306256224,0.6450394782011671,0.2,-0.09090241967473225,-0.09846422231430746,0.7154301502543443,0.2684559803629566,-0.1062191777910042,-0.1535756587047526,-0.11149444866003194,-0.10400243345345528,-0.06148074593500924,0.48762826046565816,0.4931023262138499,0.5531825991434912,0.16785714285714448,0.1449947048659504,0.24978235492797507
-0.06500235515779557,-0.07753386268099019,-0.05261158594491927,-0.08263157894736839,0.0769119540008279,0.02241060212098009,0.6563680054926192,0.2,-0.09107001190003969,-0.09869290073719372,0.7241756301607153,0.38020899921923984,-0.10647027251084096,-0.153586739719281,-0.11164381534616563,-0.10419385858693986,-0.06177581306880214,0.4870540756791064,0.49248150475194347,0.5531512101273333,0.27702702702702836,0.20854881691791666,0.23695213941609733
-0.06547338671691003,-0.07944885567491827,-0.05365622032288697,-0.0831387559808612,0.03513022324795437,0.010208020461976546,0.649158942670786,0.2,-0.0914399047996827,-0.09890265052104918,0.7186004407296507,0.2993817242570056,-0.10678460590085881,-0.15359880571287865,-0.11183333965887465,-0.10452857830899592,-0.062037336921916264,0.48636777959309274,0.49183303361075253,0.5529075728421531,0.32750000000000057,0.25427452897410086,0.2220641024881341
-0.06641544983513895,-0.07963568425969172,-0.05170940170940169,-0.08327751196172248,0.0468823539418546,0.013644093522307776,0.6546515619636113,0.2,-0.09174633082110278,-0.09908119362974555,0.7228473213754164,0.3576748003089621,-0.10706439716010546,-0.15358987934006407,-0.11201969241187382,-0.10477774119938868,-0.06232544823752889,0.48578264402916393,0.4911848202115174,0.5529098439553096,0.3093749999999993,0.3016496056141982,0.22190932739199223
-0.06829957607159678,-0.07893507706679123,-0.05318138651471985,-0.08142583732057415,0.05778816111051256,0.01682572456320216,0.6841743906625471,0.2,-0.09166402221340741,-0.09912774785006462,0.7458731966156009,0.4709562653076937,-0.10734604838023981,-0.15355035705491266,-0.11198974793671429,-0.10565219868987236,-0.06190806284565131,0.48626225433317916,0.4907723429794568,0.5549870514049227,0.5512499999999996,0.3934495708154503,0.2159200289166336
-0.06448422044276964,-0.07748715553479682,-0.04933523266856599,-0.08047368421052628,0.053017845093024714,0.015610784135998089,0.6707861311362855,0.2,-0.0912217374057914,-0.09906533449974672,0.7353798096809913,0.5096571300126529,-0.10758438908256107,-0.15351459000246248,-0.11186055888212726,-0.10678599542521378,-0.06110815214850435,0.48712824987133924,0.49063392606613127,0.5574019550768671,0.6756250000000001,0.5099892703862656,0.20733771428232825
