S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
988,"3,103.53","3,107.00","3,076.75","3,079.83",-15.11,-0.49,"10,905,830,064.00",2021-07-29
989,"3,088.45","3,111.28","3,076.04","3,094.94",15.30,0.50,"13,291,954,535.00",2021-07-28
990,"3,030.51","3,085.80","3,002.10","3,079.67",29.24,0.96,"15,170,651,643.00",2021-07-27
991,"3,072.92","3,075.51","3,041.94","3,050.42",-8.24,-0.27,"14,139,785,431.00",2021-07-26
992,"3,017.56","3,058.63","3,017.56","3,058.63",54.31,1.81,"14,232,417,472.00",2021-07-25
993,"2,990.90","3,018.27","2,987.45","3,004.31",18.75,0.63,"11,114,121,616.00",2021-07-22
994,"3,005.43","3,005.43","2,975.71","2,985.57",-9.01,-0.30,"7,897,594,269.00",2021-07-20
995,"3,003.47","3,031.87","2,981.91","2,994.58",13.97,0.47,"11,813,754,607.00",2021-07-19
996,"2,892.47","2,980.61","2,892.47","2,980.61",97.21,3.37,"11,638,126,493.00",2021-07-18
997,"2,885.40","2,890.20","2,877.32","2,883.38",11.33,0.39,"8,143,614,302.00",2021-07-15
998,"2,882.06","2,883.19","2,857.87","2,872.05",1.01,0.04,"5,654,576,205.00",2021-07-14
999,"2,867.15","2,884.09","2,847.34","2,871.03",16.34,0.57,"5,546,356,224.00",2021-07-13
1000,"2,915.56","2,929.70","2,843.17","2,854.76",-45.06,-1.55,"9,980,026,527.00",2021-07-12
1001,"2,845.43","2,899.82","2,845.43","2,899.82",74.71,2.64,"8,061,382,496.00",2021-07-11
1002,"2,815.28","2,832.54","2,793.43","2,825.10",23.97,0.86,"4,815,520,294.00",2021-07-08
1003,"2,815.49","2,825.74","2,794.38","2,801.13",-16.97,-0.60,"4,585,861,976.00",2021-07-07
1004,"2,829.99","2,834.77","2,813.39","2,818.10",-5.24,-0.19,"4,224,018,255.00",2021-07-06
1005,"2,845.50","2,846.70","2,814.82","2,822.73",-11.78,-0.42,"4,582,212,579.00",2021-07-05
1006,"2,852.24","2,857.63","2,832.56","2,834.51",-8.48,-0.30,"5,053,538,257.00",2021-07-04
1007,"2,833.52","2,867.02","2,833.52","2,843.00",19.12,0.68,"6,707,775,484.00",2021-07-01
1008,"2,835.66","2,844.02","2,782.21","2,823.87",-4.13,-0.15,"5,838,551,435.00",2021-06-30
1009,"2,880.33","2,888.39","2,823.74","2,828.00",-47.49,-1.65,"6,726,361,869.00",2021-06-29
1010,"2,898.42","2,900.89","2,861.58","2,875.49",5.11,0.18,"7,725,512,716.00",2021-06-28
1011,"2,856.05","2,882.62","2,835.51","2,870.38",27.38,0.96,"7,167,432,728.00",2021-06-27
1012,"2,871.65","2,872.51","2,833.53","2,843.00",-16.96,-0.59,"7,033,603,740.00",2021-06-24
1013,"2,939.04","2,939.04","2,857.17","2,862.18",-51.65,-1.77,"8,362,671,681.00",2021-06-23
1014,"2,844.70","2,913.84","2,825.03","2,913.84",79.44,2.80,"10,286,269,957.00",2021-06-22
1015,"2,924.07","2,924.07","2,828.73","2,834.40",-71.06,-2.45,"11,845,454,604.00",2021-06-21
1016,"2,975.25","2,978.26","2,881.01","2,905.14",-63.28,-2.13,"11,819,428,289.00",2021-06-20
1017,"2,982.87","2,989.53","2,945.42","2,968.43",-1.29,-0.04,"10,904,958,935.00",2021-06-17
1018,"2,989.55","3,030.43","2,943.95","2,969.69",-52.41,-1.73,"15,484,479,319.00",2021-06-16
1019,"3,061.81","3,063.06","3,013.77","3,022.10",-3.72,-0.12,"16,528,749,739.00",2021-06-15
1020,"3,009.46","3,051.02","3,009.46","3,025.82",42.72,1.43,"18,884,031,519.00",2021-06-14
1021,"2,965.77","2,983.10","2,957.33","2,983.10",38.32,1.30,"19,550,166,636.00",2021-06-13
1022,"2,968.09","2,969.35","2,926.15","2,944.78",-1.80,-0.06,"16,100,412,436.00",2021-06-10
1023,"2,995.08","3,005.00","2,934.98","2,946.58",-13.56,-0.46,"16,997,092,703.00",2021-06-09
1024,"2,931.17","2,960.14","2,926.51","2,960.14",53.44,1.84,"16,951,299,040.00",2021-06-08
1025,"2,928.09","2,932.39","2,892.98","2,906.70",-0.21,-0.01,"15,818,659,063.00",2021-06-07
1026,"2,884.07","2,919.10","2,884.74","2,906.89",50.13,1.75,"17,271,787,525.00",2021-06-06
1027,"2,833.84","2,875.04","2,833.84","2,856.67",29.55,1.05,"16,907,020,286.00",2021-06-03
1028,"2,793.22","2,827.12","2,771.42","2,827.12",55.76,2.01,"11,351,815,356.00",2021-06-02
1029,"2,790.71","2,799.07","2,751.44","2,771.15",-11.68,-0.42,"8,598,160,117.00",2021-06-01
1030,"2,842.28","2,849.26","2,781.69","2,782.68",-45.25,-1.60,"13,909,113,291.00",2021-05-31
1031,"2,836.11","2,854.48","2,815.86","2,827.93",12.54,0.45,"17,028,432,245.00",2021-05-30
1032,"2,784.59","2,835.39","2,763.19","2,815.39",-1.20,-0.04,"14,768,808,492.00",2021-05-27
1033,"2,828.06","2,836.10","2,804.44","2,816.56",-6.50,-0.23,"11,133,398,108.00",2021-05-25
1034,"2,840.21","2,850.55","2,807.95","2,823.06",3.07,0.11,"13,175,353,188.00",2021-05-24
1035,"2,768.86","2,820.00","2,738.70","2,820.00",32.81,1.18,"11,695,034,728.00",2021-05-23
1036,"2,807.52","2,807.52","2,776.17","2,787.18",6.37,0.23,"9,305,222,004.00",2021-05-20
1037,"2,816.26","2,821.86","2,769.72","2,780.81",-13.09,-0.47,"11,958,097,411.00",2021-05-19
1038,"2,780.70","2,794.28","2,767.25","2,793.89",34.68,1.26,"11,359,360,092.00",2021-05-18
1039,"2,748.83","2,770.86","2,748.04","2,759.21",20.91,0.76,"9,576,361,139.00",2021-05-17
1040,"2,693.90","2,738.29","2,693.90","2,738.29",54.21,2.02,"10,026,628,116.00",2021-05-16
1041,"2,701.82","2,701.82","2,679.18","2,684.01",10.13,0.38,"7,126,885,280.00",2021-05-13
1042,"2,685.40","2,687.34","2,664.32","2,673.88",0.56,0.02,"5,326,052,801.00",2021-05-12
1043,"2,647.48","2,680.62","2,645.77","2,673.32",27.47,1.04,"5,810,673,071.00",2021-05-11
1044,"2,613.17","2,646.76","2,608.13","2,645.85",27.41,1.05,"4,203,832,789.00",2021-05-10
1045,"2,652.58","2,652.58","2,613.78","2,618.56",-18.56,-0.70,"6,148,966,772.00",2021-05-09
1046,"2,658.69","2,658.69","2,626.38","2,637.13",-12.47,-0.47,"6,810,091,453.00",2021-05-06
1047,"2,675.95","2,675.95","2,648.74","2,649.60",-5.09,-0.19,"6,216,814,313.00",2021-05-05
1048,"2,652.27","2,663.39","2,640.63","2,654.69",1.94,0.07,"6,052,236,811.00",2021-05-04
1049,"2,676.45","2,692.89","2,645.80","2,652.75",-12.35,-0.46,"7,529,290,146.00",2021-05-03
1050,"2,627.81","2,665.10","2,611.03","2,665.11",54.00,2.07,"7,360,800,500.00",2021-05-02
1051,"2,601.21","2,611.37","2,583.18","2,611.10",25.82,1.00,"4,357,019,249.00",2021-04-29
1052,"2,606.56","2,622.43","2,564.73","2,585.28",-13.79,-0.53,"3,990,431,236.00",2021-04-28
1053,"2,506.52","2,599.08","2,506.52","2,599.07",92.46,3.69,"5,109,096,957.00",2021-04-27
1054,"2,571.49","2,579.18","2,501.38","2,506.61",-65.58,-2.55,"6,590,928,202.00",2021-04-26
1055,"2,664.69","2,664.70","2,564.43","2,572.22",-75.79,-2.86,"7,284,194,901.00",2021-04-25
1056,"2,647.11","2,650.14","2,609.75","2,648.00",15.80,0.60,"5,915,139,888.00",2021-04-22
1057,"2,674.82","2,674.82","2,625.92","2,632.20",-32.41,-1.22,"5,772,251,203.00",2021-04-21
1058,"2,673.24","2,684.55","2,646.43","2,664.61",2.68,0.10,"5,538,617,640.00",2021-04-20
1059,"2,715.83","2,716.18","2,656.63","2,661.93",-37.58,-1.39,"6,766,801,224.00",2021-04-19
1060,"2,759.89","2,759.89","2,697.88","2,699.51",-35.89,-1.31,"8,801,803,215.00",2021-04-18
1061,"2,735.40","2,755.00","2,732.41","2,735.46",20.67,0.76,"8,636,668,659.00",2021-04-15
1062,"2,698.07","2,714.79","2,688.48","2,714.79",23.23,0.86,"7,143,151,000.00",2021-04-13
1063,"2,681.60","2,693.70","2,671.89","2,691.55",17.20,0.64,"7,610,828,050.00",2021-04-12
1064,"2,690.12","2,690.12","2,672.48","2,674.35",2.74,0.10,"6,556,616,680.00",2021-04-08
1065,"2,694.54","2,694.54","2,668.34","2,671.61",-2.85,-0.11,"7,266,972,570.00",2021-04-07
1066,"2,675.57","2,675.57","2,642.17","2,674.46",15.72,0.59,"7,477,795,738.00",2021-04-06
1067,"2,679.38","2,681.76","2,639.92","2,658.74",1.13,0.04,"7,296,760,156.00",2021-04-05
1068,"2,658.30","2,658.55","2,646.59","2,657.61",25.72,0.98,"9,006,858,558.00",2021-04-04
1069,"2,645.49","2,645.49","2,615.43","2,631.89",12.86,0.49,"7,250,924,124.00",2021-04-01
1070,"2,596.66","2,619.02","2,592.99","2,619.03",43.36,1.68,"6,166,957,318.00",2021-03-31
1071,"2,545.54","2,575.95","2,545.54","2,575.67",32.15,1.26,"6,185,679,498.00",2021-03-30
1072,"2,558.23","2,562.03","2,537.82","2,543.52",-5.45,-0.21,"4,410,345,030.00",2021-03-29
1073,"2,584.79","2,594.25","2,544.15","2,548.97",-21.29,-0.83,"6,500,806,040.00",2021-03-25
1074,"2,550.07","2,570.26","2,550.07","2,570.25",41.30,1.63,"6,674,423,941.00",2021-03-24
1075,"2,524.43","2,531.04","2,496.38","2,528.95",14.57,0.58,"5,141,897,169.00",2021-03-23
1076,"2,564.07","2,568.07","2,509.38","2,514.39",-24.08,-0.95,"5,351,353,625.00",2021-03-22
1077,"2,494.48","2,538.46","2,492.90","2,538.46",63.38,2.56,"5,919,824,569.00",2021-03-21
1078,"2,448.72","2,476.36","2,441.65","2,475.09",42.95,1.77,"4,661,792,187.00",2021-03-18
1079,"2,399.21","2,432.14","2,390.42","2,432.14",40.40,1.69,"3,374,552,178.00",2021-03-17
1080,"2,400.04","2,416.84","2,369.66","2,391.74",2.56,0.11,"3,375,699,339.00",2021-03-16
1081,"2,418.51","2,432.17","2,380.16","2,389.19",-18.07,-0.75,"4,248,424,066.00",2021-03-15
1082,"2,466.26","2,467.20","2,397.52","2,407.25",-51.23,-2.08,"4,952,722,195.00",2021-03-14
1083,"2,476.93","2,477.71","2,446.33","2,458.48",-3.40,-0.14,"4,100,406,337.00",2021-03-10
1084,"2,494.05","2,494.05","2,453.53","2,461.88",-23.22,-0.93,"4,752,708,147.00",2021-03-09
1085,"2,519.96","2,525.30","2,473.57","2,485.09",-21.58,-0.86,"5,005,466,480.00",2021-03-07
1086,"2,425.20","2,506.68","2,427.25","2,506.68",90.67,3.75,"6,058,104,317.00",2021-03-04
1087,"2,449.23","2,428.88","2,391.40","2,416.00",-39.23,-1.60,"6,254,809,442.00",2021-03-03
1088,"2,523.45","2,529.64","2,437.25","2,455.33",-59.70,-2.37,"6,119,638,669.00",2021-03-02
1089,"2,488.33","2,524.40","2,442.60","2,515.03",40.64,1.64,"5,692,316,831.00",2021-03-01
1090,"2,557.79","2,559.43","2,474.39","2,474.39",-79.74,-3.12,"8,355,289,814.00",2021-02-28
1091,"2,622.70","2,622.77","2,547.84","2,554.13",-44.94,-1.73,"6,098,188,414.00",2021-02-25
1092,"2,600.32","2,620.45","2,498.58","2,599.07",12.56,0.49,"6,701,872,439.00",2021-02-24
1093,"2,627.33","2,627.33","2,519.41","2,586.51",-21.16,-0.81,"8,561,539,426.00",2021-02-23
1094,"2,665.86","2,673.85","2,603.86","2,607.67",-32.67,-1.24,"8,406,310,671.00",2021-02-22
1095,"2,667.27","2,667.59","2,619.58","2,640.34",3.66,0.14,"8,834,603,967.00",2021-02-21
1096,"2,634.47","2,642.47","2,619.17","2,636.68",25.23,0.97,"8,762,146,785.00",2021-02-18
1097,"2,619.80","2,623.64","2,596.19","2,611.45",9.94,0.38,"8,035,510,844.00",2021-02-17
1098,"2,615.36","2,631.37","2,584.14","2,601.51",15.50,0.60,"10,035,454,955.00",2021-02-16
1099,"2,517.46","2,586.01","2,538.22","2,586.01",92.42,3.71,"10,384,197,669.00",2021-02-15
1100,"2,536.47","2,536.47","2,482.24","2,493.59",-33.33,-1.32,"6,927,668,931.00",2021-02-14
1101,"2,552.33","2,565.13","2,524.81","2,526.92",-16.11,-0.63,"8,411,732,003.00",2021-02-11
1102,"2,544.80","2,547.76","2,511.03","2,543.03",8.66,0.34,"7,649,411,398.00",2021-02-10
1103,"2,562.43","2,585.15","2,524.44","2,534.37",-27.11,-1.06,"8,146,269,193.00",2021-02-09
1104,"2,553.78","2,563.29","2,538.83","2,561.47",37.48,1.48,"10,619,163,869.00",2021-02-08
1105,"2,486.79","2,524.00","2,486.79","2,524.00",48.74,1.97,"10,441,951,304.00",2021-02-07
1106,"2,479.60","2,481.59","2,443.68","2,475.26",8.34,0.34,"7,615,071,093.00",2021-02-04
1107,"2,490.53","2,519.85","2,457.99","2,466.92",-6.81,-0.28,"9,531,716,496.00",2021-02-03
1108,"2,434.48","2,473.73","2,429.90","2,473.73",65.49,2.72,"8,593,472,987.00",2021-02-02
1109,"2,372.04","2,413.18","2,372.04","2,408.24",37.70,1.59,"6,972,936,529.00",2021-02-01
1110,"2,425.53","2,425.53","2,366.46","2,370.54",-54.75,-2.26,"8,973,206,450.00",2021-01-31
1111,"2,460.83","2,460.83","2,420.64","2,425.29",-16.55,-0.68,"9,898,456,128.00",2021-01-28
1112,"2,433.74","2,449.42","2,416.62","2,441.85",18.76,0.77,"8,006,238,770.00",2021-01-27
1113,"2,461.42","2,462.28","2,419.89","2,423.09",-17.79,-0.73,"8,279,701,077.00",2021-01-26
1114,"2,447.01","2,456.22","2,408.87","2,440.87",16.04,0.66,"8,903,538,731.00",2021-01-25
1115,"2,396.74","2,429.11","2,396.74","2,424.84",50.20,2.11,"9,376,053,220.00",2021-01-24
1116,"2,372.86","2,376.13","2,354.70","2,374.64",31.87,1.36,"7,798,528,433.00",2021-01-21
1117,"2,361.52","2,362.99","2,322.72","2,342.76",15.87,0.68,"6,210,966,026.00",2021-01-20
1118,"2,361.99","2,362.86","2,304.98","2,326.90",-5.57,-0.24,"7,467,439,848.00",2021-01-19
1119,"2,333.87","2,340.57","2,319.58","2,332.31",17.31,0.75,"6,314,664,167.00",2021-01-18
1120,"2,299.33","2,316.80","2,297.50","2,315.00",28.46,1.24,"6,374,267,782.00",2021-01-17
1121,"2,279.04","2,296.17","2,277.26","2,286.54",18.81,0.83,"5,914,389,261.00",2021-01-13
1122,"2,243.16","2,267.73","2,233.61","2,267.73",28.31,1.26,"4,982,391,897.00",2021-01-12
1123,"2,264.27","2,266.44","2,229.13","2,239.42",3.70,0.17,"5,524,832,993.00",2021-01-11
1124,"2,201.38","2,238.24","2,201.38","2,235.72",41.24,1.88,"6,326,646,806.00",2021-01-10
1125,"2,181.27","2,204.97","2,179.09","2,194.48",15.91,0.73,"5,874,708,279.00",2021-01-07
1126,"2,170.82","2,185.20","2,170.31","2,178.57",13.07,0.60,"4,425,472,339.00",2021-01-06
1127,"2,167.82","2,182.39","2,149.74","2,165.49",-3.54,-0.16,"4,566,381,178.00",2021-01-05
1128,"2,207.05","2,216.44","2,154.00","2,169.04",-6.36,-0.29,"5,961,733,122.00",2021-01-04
1129,"2,104.85","2,175.39","2,104.85","2,175.39",88.12,4.22,"6,344,017,889.00",2021-01-03
1130,"2,079.37","2,112.59","2,073.80","2,087.27",25.21,1.22,"5,703,469,837.00",2020-12-31
1131,"2,023.59","2,062.06","2,023.40","2,062.06",49.17,2.44,"4,446,222,579.00",2020-12-30
1132,"2,016.26","2,031.47","2,009.38","2,012.89",5.57,0.28,"4,092,227,802.00",2020-12-29
1133,"1,998.81","2,013.51","1,981.50","2,007.29",8.57,0.43,"3,850,320,045.00",2020-12-28
1134,"2,047.12","2,047.19","1,994.80","1,998.65",-39.98,-1.96,"4,623,452,312.00",2020-12-27
1135,"2,091.59","2,091.59","2,025.65","2,038.63",-29.83,-1.44,"5,369,046,322.00",2020-12-24
1136,"2,094.27","2,127.22","2,063.13","2,068.45",7.04,0.34,"6,862,445,215.00",2020-12-23
1137,"1,987.47","2,061.41","1,987.47","2,061.41",95.46,4.86,"6,740,744,432.00",2020-12-22
1138,"1,919.05","1,977.42","1,874.07","1,965.96",30.33,1.57,"6,698,874,354.00",2020-12-21
1139,"2,046.57","2,046.57","1,935.40","1,935.63",-96.88,-4.77,"8,612,857,317.00",2020-12-20
1140,"2,058.72","2,059.80","2,025.19","2,032.51",-22.70,-1.10,"6,769,890,815.00",2020-12-17
1141,"2,097.20","2,097.20","2,041.85","2,055.22",-6.20,-0.30,"5,144,675,578.00",2020-12-16
1142,"2,085.56","2,100.96","2,050.90","2,061.41",-5.75,-0.28,"6,069,331,687.00",2020-12-15
1143,"2,022.72","2,069.06","2,022.72","2,067.17",56.72,2.82,"7,204,136,923.00",2020-12-14
1144,"1,973.75","2,010.45","1,967.44","2,010.45",46.43,2.36,"4,899,484,131.00",2020-12-13
1145,"1,954.60","1,974.12","1,938.92","1,964.02",8.27,0.42,"4,146,321,050.00",2020-12-10
1146,"2,006.40","2,009.81","1,948.98","1,955.75",-39.60,-1.98,"4,745,649,292.00",2020-12-09
1147,"2,033.97","2,047.35","1,982.07","1,995.35",-9.04,-0.45,"5,719,436,384.00",2020-12-08
1148,"1,929.46","2,004.39","1,914.42","2,004.39",72.28,3.74,"6,667,956,831.00",2020-12-07
1149,"2,051.51","2,051.51","1,932.11","1,932.11",-123.34,-6.00,"7,209,180,213.00",2020-12-06
1150,"2,090.79","2,118.41","2,040.99","2,055.45",-15.57,-0.75,"8,026,023,798.00",2020-12-03
1151,"2,016.82","2,077.70","2,016.82","2,071.02",70.62,3.53,"7,463,482,972.00",2020-12-02
1152,"2,009.46","2,022.25","1,966.18","2,000.40",3.35,0.17,"7,404,154,007.00",2020-12-01
1153,"2,000.00","2,028.45","1,971.24","1,997.05",28.79,1.46,"8,867,714,682.00",2020-11-30
1154,"1,912.11","1,971.42","1,912.11","1,968.27",75.02,3.96,"9,227,348,348.00",2020-11-29
1155,"1,894.78","1,926.91","1,879.00","1,893.24",18.43,0.98,"7,613,030,091.00",2020-11-26
1156,"1,820.87","1,874.81","1,820.87","1,874.81",64.70,3.57,"6,817,774,994.00",2020-11-25
1157,"1,790.19","1,813.86","1,786.71","1,810.11",29.68,1.67,"5,442,950,189.00",2020-11-24
1158,"1,789.35","1,792.41","1,772.11","1,780.43",-2.38,-0.13,"4,762,704,611.00",2020-11-23
1159,"1,791.21","1,811.63","1,761.75","1,782.81",4.69,0.26,"6,878,787,665.00",2020-11-22
1160,"1,750.42","1,779.21","1,750.42","1,778.12",36.32,2.08,"6,116,730,071.00",2020-11-19
1161,"1,714.86","1,741.81","1,708.87","1,741.81",23.32,1.36,"4,791,041,649.00",2020-11-18
1162,"1,713.71","1,722.32","1,702.70","1,718.49",10.82,0.63,"4,256,475,891.00",2020-11-12
1163,"1,681.82","1,707.67","1,681.82","1,707.67",28.89,1.72,"4,099,604,742.00",2020-11-11
1164,"1,660.37","1,678.79","1,659.18","1,678.79",25.98,1.57,"4,096,190,256.00",2020-11-10
1165,"1,648.75","1,661.32","1,648.75","1,652.80",4.22,0.26,"3,699,879,726.00",2020-11-09
1166,"1,643.29","1,648.58","1,637.80","1,648.58",12.49,0.76,"3,526,777,261.00",2020-11-08
1167,"1,644.94","1,645.08","1,634.38","1,636.17",-4.47,-0.27,"2,842,469,177.00",2020-11-05
1168,"1,645.53","1,645.70","1,638.69","1,640.64",-2.39,-0.15,"1,757,423,745.00",2020-11-04
1169,"1,636.20","1,644.61","1,635.15","1,643.03",5.40,0.33,"2,237,964,572.00",2020-11-03
1170,"1,644.01","1,646.90","1,635.64","1,637.63",-3.33,-0.20,"2,453,954,688.00",2020-11-02
1171,"1,654.15","1,654.15","1,634.63","1,640.95",-4.72,-0.29,"2,930,939,007.00",2020-11-01
1172,"1,661.64","1,663.41","1,640.48","1,645.67",-1.78,-0.11,"3,037,694,845.00",2020-10-29
1173,"1,612.50","1,647.45","1,612.37","1,647.45",41.20,2.57,"2,725,994,069.00",2020-10-28
1174,"1,609.11","1,609.52","1,596.22","1,606.25",8.54,0.53,"1,994,543,919.00",2020-10-22
1175,"1,591.04","1,597.71","1,588.78","1,597.71",13.94,0.88,"1,633,246,148.00",2020-10-21
1176,"1,576.62","1,583.60","1,573.06","1,583.60",13.22,0.84,"1,271,829,990.00",2020-10-20
1177,"1,556.85","1,570.38","1,555.46","1,570.38",13.58,0.87,"954,656,107.00",2020-10-19
1178,"1,565.90","1,567.89","1,554.14","1,556.80",-5.66,-0.36,"1,252,748,181.00",2020-10-18
1179,"1,564.69","1,579.55","1,560.69","1,562.46",1.29,0.08,"1,425,890,738.00",2020-10-15
1180,"1,572.35","1,573.08","1,560.45","1,561.17",-7.42,-0.47,"1,496,387,992.00",2020-10-14
1181,"1,583.29","1,584.28","1,567.23","1,568.59",-9.42,-0.60,"1,819,638,977.00",2020-10-13
1182,"1,580.14","1,580.80","1,566.70","1,578.01",1.74,0.11,"1,949,060,194.00",2020-10-12
1183,"1,594.01","1,594.36","1,574.62","1,576.27",-13.37,-0.84,"2,395,432,599.00",2020-10-11
1184,"1,607.52","1,614.04","1,586.96","1,589.63",-11.34,-0.71,"2,862,712,521.00",2020-10-08
1185,"1,593.04","1,602.14","1,587.59","1,600.97",14.68,0.93,"3,358,506,296.00",2020-10-07
1186,"1,588.01","1,588.01","1,581.75","1,586.29",4.17,0.26,"2,510,585,332.00",2020-10-06
1187,"1,587.31","1,594.89","1,580.65","1,582.12",-3.63,-0.23,"2,578,607,088.00",2020-10-05
1188,"1,577.77","1,588.05","1,577.77","1,585.75",14.71,0.94,"3,178,853,719.00",2020-10-04
1189,"1,553.95","1,572.94","1,553.95","1,571.04",20.61,1.33,"2,807,708,137.00",2020-10-01
1190,"1,561.58","1,563.40","1,542.57","1,550.43",-3.19,-0.21,"1,953,636,694.00",2020-09-30
1191,"1,564.92","1,564.92","1,552.77","1,553.62",-7.21,-0.46,"1,829,872,968.00",2020-09-29
1192,"1,566.44","1,569.31","1,557.42","1,560.83",-4.73,-0.30,"1,690,154,525.00",2020-09-28
1193,"1,569.06","1,575.43","1,562.11","1,565.55",4.29,0.27,"3,138,243,371.00",2020-09-27
1194,"1,565.31","1,565.31","1,554.38","1,561.27",5.74,0.37,"2,233,489,024.00",2020-09-24
1195,"1,543.37","1,555.52","1,535.03","1,555.52",9.37,0.61,"1,727,821,707.00",2020-09-23
1196,"1,576.55","1,577.19","1,541.75","1,546.15",-22.91,-1.46,"2,810,425,268.00",2020-09-22
1197,"1,587.82","1,587.99","1,561.49","1,569.06",-6.12,-0.39,"2,637,376,216.00",2020-09-21
1198,"1,595.47","1,605.12","1,574.08","1,575.18",3.00,0.19,"2,742,795,692.00",2020-09-20
1199,"1,555.86","1,577.99","1,547.13","1,572.18",30.78,2.00,"3,315,664,319.00",2020-09-17
1200,"1,537.35","1,543.98","1,530.67","1,541.40",5.36,0.35,"1,845,634,030.00",2020-09-16
1201,"1,544.71","1,548.35","1,531.05","1,536.03",-4.47,-0.29,"1,800,197,903.00",2020-09-15
1202,"1,545.68","1,553.56","1,538.43","1,540.51",3.26,0.21,"3,134,135,908.00",2020-09-14
1203,"1,528.15","1,537.25","1,522.28","1,537.25",16.56,1.09,"3,386,859,972.00",2020-09-13
1204,"1,514.13","1,532.48","1,512.53","1,520.69",12.49,0.83,"2,170,068,283.00",2020-09-10
1205,"1,501.86","1,511.93","1,495.11","1,508.20",13.05,0.87,"2,563,415,186.00",2020-09-09
1206,"1,491.33","1,500.15","1,477.25","1,495.15",7.35,0.49,"1,798,363,063.00",2020-09-08
1207,"1,503.37","1,503.37","1,483.65","1,487.81",-12.17,-0.81,"2,164,930,214.00",2020-09-07
1208,"1,538.42","1,538.42","1,494.97","1,499.97",-10.45,-0.69,"2,782,377,887.00",2020-09-06
1209,"1,524.19","1,524.67","1,497.47","1,510.42",-0.15,-0.01,"2,634,886,231.00",2020-09-03
1210,"1,509.40","1,519.78","1,499.72","1,510.57",25.58,1.72,"4,181,036,115.00",2020-09-02
1211,"1,466.57","1,489.01","1,466.57","1,484.99",22.31,1.53,"3,462,586,125.00",2020-08-31
1212,"1,459.16","1,462.67","1,444.92","1,462.67",4.64,0.32,"1,614,554,300.00",2020-08-30
1213,"1,467.07","1,472.73","1,454.96","1,458.04",-4.00,-0.27,"1,981,761,050.00",2020-08-27
1214,"1,445.47","1,468.03","1,445.47","1,462.03",21.10,1.46,"2,656,163,730.00",2020-08-26
1215,"1,435.21","1,440.94","1,428.74","1,440.94",9.34,0.65,"1,855,180,510.00",2020-08-25
1216,"1,413.09","1,431.60","1,413.09","1,431.60",21.26,1.51,"2,139,202,075.00",2020-08-24
1217,"1,399.48","1,410.34","1,394.09","1,410.34",12.77,0.91,"1,108,053,597.00",2020-08-23
1218,"1,392.89","1,403.75","1,392.89","1,397.57",6.28,0.45,"393,129,068.00",2020-08-20
1219,"1,409.44","1,409.44","1,388.17","1,391.29",-16.60,-1.18,"976,235,059.00",2020-08-19
1220,"1,403.98","1,414.29","1,400.81","1,407.89",5.68,0.41,"1,239,017,426.00",2020-08-18
1221,"1,391.79","1,402.21","1,385.70","1,402.21",10.75,0.77,"1,074,932,597.00",2020-08-17
1222,"1,407.85","1,407.85","1,381.89","1,391.46",-17.33,-1.23,"1,259,320,850.00",2020-08-16
1223,"1,431.89","1,431.89","1,407.43","1,408.79",-16.53,-1.16,"1,048,911,791.00",2020-08-13
1224,"1,426.55","1,427.15","1,413.55","1,425.32",1.51,0.11,"951,960,208.00",2020-08-12
1225,"1,433.35","1,441.31","1,421.17","1,423.81",-6.61,-0.46,"1,271,738,914.00",2020-08-11
1226,"1,394.78","1,430.41","1,394.34","1,430.41",37.74,2.71,"1,555,518,923.00",2020-08-10
1227,"1,383.98","1,392.68","1,363.22","1,392.68",11.31,0.82,"977,895,525.00",2020-08-09
1228,"1,387.44","1,388.68","1,365.66","1,381.37",-1.29,-0.09,"920,997,056.00",2020-08-06
