Date,Actual_Close,Predicted_Close,Error,Error_Pct,Abs_Error,Pct_Error,Within_Tolerance_Pct,Dir_Match,Hybrid_Correct,Actual_Direction,Predicted_Direction,Correct
2024-07-23,421.0,419.68054,1.319458,0.31341043,1.319458,0.31341043,True,True,True,UP,UP,True
2024-07-24,420.0,424.34357,-4.343567,-1.0341825,4.343567,1.0341825,True,False,True,DOWN,UP,False
2024-07-25,417.0,423.5391,-6.539093,-1.5681278,6.539093,1.5681278,True,False,True,DOWN,UP,False
2024-07-28,439.1,421.0616,18.038391,4.108037,18.038391,4.108037,False,True,True,UP,UP,True
2024-07-29,425.0,441.92325,-16.923248,-3.9819407,16.923248,3.9819407,False,False,False,DOWN,UP,False
2024-07-30,427.0,431.29462,-4.2946167,-1.0057651,4.2946167,1.0057651,True,True,True,UP,UP,True
2024-07-31,435.9,431.08542,4.814575,1.1045138,4.814575,1.1045138,True,True,True,UP,UP,True
2024-08-01,438.8,438.84467,-0.044677734,-0.010181799,0.044677734,0.010181799,True,True,True,UP,UP,True
2024-08-05,433.1,442.42838,-9.328369,-2.1538603,9.328369,2.1538603,False,False,False,DOWN,UP,False
2024-08-06,408.0,437.98038,-29.980377,-7.348131,29.980377,7.348131,False,False,False,DOWN,UP,False
2024-08-07,417.0,414.85413,2.145874,0.5145981,2.145874,0.5145981,True,True,True,UP,UP,True
2024-08-08,416.0,417.93198,-1.9319763,-0.46441737,1.9319763,0.46441737,True,False,True,DOWN,UP,False
2024-08-11,428.5,417.5896,10.9104,2.5461845,10.9104,2.5461845,False,True,True,UP,UP,True
2024-08-12,436.0,429.34744,6.6525574,1.525816,6.6525574,1.525816,True,True,True,UP,UP,True
2024-08-13,435.0,438.1781,-3.1781006,-0.73059785,3.1781006,0.73059785,True,False,True,DOWN,UP,False
2024-08-14,449.2,437.89145,11.308563,2.5174894,11.308563,2.5174894,False,True,True,UP,UP,True
2024-08-15,467.0,449.94666,17.053345,3.6516798,17.053345,3.6516798,False,True,True,UP,UP,True
2024-08-18,449.1,467.72867,-18.628662,-4.147999,18.628662,4.147999,False,False,False,DOWN,UP,False
2024-08-21,445.0,453.96817,-8.96817,-2.015319,8.96817,2.015319,False,False,False,DOWN,UP,False
2024-08-22,463.9,447.33267,16.567322,3.5713131,16.567322,3.5713131,False,True,True,UP,UP,True
2024-08-25,451.0,461.8788,-10.878815,-2.412154,10.878815,2.412154,False,True,True,DOWN,DOWN,True
2024-08-27,427.0,452.44794,-25.447937,-5.959704,25.447937,5.959704,False,False,False,DOWN,UP,False
2024-08-28,423.0,431.23083,-8.230835,-1.9458238,8.230835,1.9458238,False,False,False,DOWN,UP,False
2024-08-29,414.0,424.17755,-10.177551,-2.4583457,10.177551,2.4583457,False,False,False,DOWN,UP,False
2024-09-01,403.6,415.28513,-11.68512,-2.895223,11.68512,2.895223,False,False,False,DOWN,UP,False
2024-09-02,426.5,406.37805,20.121948,4.7179246,20.121948,4.7179246,False,True,True,UP,UP,True
2024-09-03,425.0,425.98666,-0.9866638,-0.2321562,0.9866638,0.2321562,True,True,True,DOWN,DOWN,True
2024-09-04,419.9,427.5486,-7.6486206,-1.8215338,7.6486206,1.8215338,False,False,False,DOWN,UP,False
2024-09-05,416.0,423.52188,-7.521881,-1.8081446,7.521881,1.8081446,False,False,False,DOWN,UP,False
2024-09-08,407.0,418.4774,-11.477386,-2.8199966,11.477386,2.8199966,False,False,False,DOWN,UP,False
2024-09-09,402.0,409.41907,-7.4190674,-1.8455392,7.4190674,1.8455392,False,False,False,DOWN,UP,False
2024-09-10,399.0,404.4028,-5.4028015,-1.3540856,5.4028015,1.3540856,True,False,True,DOWN,UP,False
2024-09-11,392.0,401.2547,-9.2547,-2.3608928,9.2547,2.3608928,False,False,False,DOWN,UP,False
2024-09-12,401.1,395.1877,5.9122925,1.4740195,5.9122925,1.4740195,True,True,True,UP,UP,True
2024-09-15,395.0,402.56744,-7.567444,-1.9158086,7.567444,1.9158086,False,False,False,DOWN,UP,False
2024-09-16,388.0,398.69708,-10.6970825,-2.75698,10.6970825,2.75698,False,False,False,DOWN,UP,False
2024-09-18,385.0,392.26074,-7.260742,-1.8859069,7.260742,1.8859069,False,False,False,DOWN,UP,False
2024-09-22,388.5,389.11868,-0.61868286,-0.15924913,0.61868286,0.15924913,True,True,True,UP,UP,True
2024-09-23,379.0,392.17807,-13.17807,-3.4770634,13.17807,3.4770634,False,False,False,DOWN,UP,False
2024-09-24,374.0,384.53027,-10.530273,-2.815581,10.530273,2.815581,False,False,False,DOWN,UP,False
2024-09-25,379.0,379.5071,-0.5071106,-0.13380226,0.5071106,0.13380226,True,True,True,UP,UP,True
2024-09-26,372.0,383.23553,-11.235535,-3.020305,11.235535,3.020305,False,False,False,DOWN,UP,False
2024-09-29,369.0,377.87775,-8.877747,-2.4058933,8.877747,2.4058933,False,False,False,DOWN,UP,False
2024-09-30,374.0,375.0102,-1.0101929,-0.27010503,1.0101929,0.27010503,True,True,True,UP,UP,True
2024-10-01,392.5,379.37408,13.125916,3.3441823,13.125916,3.3441823,False,True,True,UP,UP,True
2024-10-02,389.0,396.68396,-7.68396,-1.9753109,7.68396,1.9753109,False,False,False,DOWN,UP,False
2024-10-06,394.0,395.79684,-1.7968445,-0.4560519,1.7968445,0.4560519,True,True,True,UP,UP,True
2024-10-07,401.0,399.1808,1.8192139,0.4536693,1.8192139,0.4536693,True,True,True,UP,UP,True
2024-10-08,396.0,405.19586,-9.195862,-2.3221872,9.195862,2.3221872,False,False,False,DOWN,UP,False
